"parameter","prior","approximation","statistic","p_value","KS_x","KS_y"
"log_kappa","pc","IMPS",0.233874726562725,0,0,0.0213007161421152
"log_kappa","pc","IMPS",0.233874726562725,0,0,0.0639021484263457
"log_kappa","pc","IMPS",0.233874726562725,0,0,0.106503580710576
"log_kappa","pc","IMPS",0.233874726562725,0,0,0.149105012994807
"log_kappa","pc","IMPS",0.233874726562725,0,0.000402850690064051,0.182250174246263
"log_kappa","pc","IMPS",0.233874726562725,0,0.000681981773029398,0.21829945398541
"log_kappa","pc","IMPS",0.233874726562725,0,0.00160923683970343,0.239135067212489
"log_kappa","pc","IMPS",0.233874726562725,0,0.00191955598297914,0.274452257473933
"log_kappa","pc","IMPS",0.233874726562725,0,0.0107226373913091,0.110415533801409
"log_kappa","pc","IMPS",0.233874726562725,0,0.0139154263803702,0.0780713875482958
"log_kappa","pc","IMPS",0.233874726562725,0,0.0140235156842465,0.118135597535512
"log_kappa","pc","IMPS",0.233874726562725,0,0.0207680753954107,0.00241935481375794
"log_kappa","pc","IMPS",0.233874726562725,0,0.0245503512199749,-0.0437620453506796
"log_kappa","pc","IMPS",0.233874726562725,0,0.0261772060671874,-0.0393484100484478
"log_kappa","pc","IMPS",0.233874726562725,0,0.0288724418410742,-0.0600132960397292
"log_kappa","pc","IMPS",0.233874726562725,0,0.0296291454172175,-0.0351742612987248
"log_kappa","pc","IMPS",0.233874726562725,0,0.0317773688154902,-0.0429989129062285
"log_kappa","pc","IMPS",0.233874726562725,0,0.0322697252715103,-0.0119547553336827
"log_kappa","pc","IMPS",0.233874726562725,0,0.0344928785594234,-0.0215382654025763
"log_kappa","pc","IMPS",0.233874726562725,0,0.0346155785737141,0.0181829816927592
"log_kappa","pc","IMPS",0.233874726562725,0,0.0360740879043644,0.0265482568234157
"log_kappa","pc","IMPS",0.233874726562725,0,0.0482510609936737,-0.216685139356955
"log_kappa","pc","IMPS",0.233874726562725,0,0.0484570398968039,-0.178918730030543
"log_kappa","pc","IMPS",0.233874726562725,0,0.0547938924999988,-0.285064705131968
