"parameter","prior","approximation","statistic","p_value","KS_x","KS_y"
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.021320071635561
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.0639602149066831
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.106600358177805
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.149240501448927
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.191880644720049
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.234520787991171
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.277160931262294
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.319801074533416
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.362441217804538
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0,0.40508136107566
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,3.21109711819899e-08,0.447720751277756
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,7.57210438005995e-05,0.488585831731941
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.00111594177923829,0.506830636347103
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.00255636927718719,0.515689760431912
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.00388186012519472,0.527244387888053
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.00507839214648878,0.54182336791012
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.00541182717638916,0.576643766585632
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.00599543140212213,0.605597177567367
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.0067884367352927,0.629639697276853
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.00843234234541683,0.633726836641033
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.0115827323662902,0.60248378489468
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.0135530321685784,0.598916301944654
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.0140894987018366,0.628975189804717
"log_kappa","pc","IMPS",0.0289575145151274,0.745664109772821,0.0189437215204466,0.557773717025323
